NP size_avg,ZOI_drug,ZOI_NP,ZOI_drug_NP,fold_increase_in_antibacterial_activity (%),MDR_check,gram,biosafety_level,MolWt,MolLogP,cal_logs,cal_pka_acidic,cal_rule_of_five
0.24846190250828204,0.9791666666666666,,0.9399639783870324,0.0,0.0,0.0,1.0,0.9122277279557625,0.5127782942875599,0.3037383177570093,0.2508960573476703,0.0
0.24846190250828204,0.9166666666666666,,0.8799279567740645,0.0,0.0,0.0,1.0,,0.9055605629404626,0.16355140186915884,0.46594982078853053,0.0
0.24846190250828204,0.625,,0.8399039423654193,0.1388888888888889,0.0,0.0,1.0,0.6943563244087632,0.36171692582840764,0.794392523364486,0.7552483358934973,0.0
0.24846190250828204,0.8333333333333333,,0.7998799279567742,0.0,0.0,0.0,1.0,0.3768638448760364,0.5995543033150468,0.5607476635514018,0.2780337941628264,1.0
0.24846190250828204,0.8333333333333333,,0.7998799279567742,0.0,0.0,0.0,1.0,0.8074420789599546,0.5808180095526714,0.3271028037383178,0.2913466461853559,0.0
0.24846190250828204,0.625,,0.7798679207524516,0.09722222222222222,0.0,1.0,0.0,0.6005082505822528,0.5826561535240559,0.5841121495327103,0.0,0.0
0.4259346900141978,0.47916666666666663,0.25,0.759855913548129,0.24027777777777778,0.0,,,0.28046602842920576,0.7102403781324742,0.6074766355140188,0.40757808499743986,1.0
0.24846190250828204,0.7083333333333333,,0.759855913548129,0.02777777777777778,0.0,0.0,1.0,0.6005082505822528,0.5826561535240559,0.5841121495327103,0.0,0.0
0.24846190250828204,0.5416666666666666,,0.7398439063438064,0.01388888888888889,0.0,1.0,0.0,0.9886011506385686,0.018672420033640558,0.7710280373831776,0.6804915514592934,0.0
0.236630383341221,0.6041666666666666,,0.7198318991394838,0.03352777777777778,0.0,,,0.2572183751262842,0.66238476114774,0.5140186915887851,0.4961597542242704,1.0
0.3549455750118315,0.6041666666666666,,0.7198318991394838,0.03366666666666667,0.0,,,0.2572183751262842,0.66238476114774,0.5140186915887851,0.4961597542242704,1.0
0.4259346900141978,0.4583333333333333,0.23333333333333334,0.6998198919351613,0.21250000000000002,0.0,0.0,1.0,0.28046602842920576,0.7102403781324742,0.6074766355140188,0.40757808499743986,1.0
0.24846190250828204,0.41666666666666663,,0.6798078847308386,0.2638888888888889,0.0,1.0,0.0,0.331588226471479,0.6204481096924837,0.5140186915887851,0.27854582693292373,1.0
,0.4583333333333333,0.21666666666666667,0.6798078847308386,,0.0,0.0,1.0,0.7595176713294036,0.781864119287737,0.16355140186915884,0.35995903737839224,0.0
0.24846190250828204,0.7083333333333333,,0.6798078847308386,0.0,0.0,0.0,1.0,0.6514889534735648,0.5146732149067093,0.5140186915887851,0.28008192524321557,0.0
0.24846190250828204,0.7083333333333333,,0.6798078847308386,0.0,0.0,1.0,0.0,0.1502169120664234,0.6243940867121355,0.8644859813084111,0.3256528417818741,1.0
,0.4375,0.21666666666666667,0.6397838703221934,,0.0,0.0,1.0,0.6943563244087632,0.36171692582840764,0.794392523364486,0.7552483358934973,0.0
0.24846190250828204,0.5,,0.6397838703221934,0.11111111111111112,0.0,1.0,0.0,0.2572183751262842,0.66238476114774,0.5140186915887851,0.4961597542242704,1.0
0.24846190250828204,0.5,,0.6397838703221934,0.11111111111111112,0.0,0.0,1.0,0.9886011506385686,0.018672420033640558,0.7710280373831776,0.6804915514592934,0.0
,0.6458333333333333,0.23333333333333334,0.6397838703221934,,0.0,1.0,1.0,0.7595176713294036,0.781864119287737,0.16355140186915884,0.35995903737839224,0.0
0.24846190250828204,0.6666666666666666,,0.6397838703221934,0.0,0.0,0.0,1.0,0.8895743542868788,0.5056670191550222,0.0,0.25448028673835127,0.0
0.24846190250828204,0.6666666666666666,,0.6397838703221934,0.0,0.0,0.0,1.0,0.2572183751262842,0.66238476114774,0.5140186915887851,0.4961597542242704,1.0
0.040227165168007575,,,0.6397838703221934,,1.0,0.0,1.0,0.8895743542868788,0.5056670191550222,0.0,0.25448028673835127,0.0
0.6389020350212968,,,0.6247748649189515,,1.0,1.0,1.0,0.6943563244087632,0.36171692582840764,0.794392523364486,0.7552483358934973,0.0
0.6389020350212968,,,0.6247748649189515,,1.0,1.0,1.0,0.6943563244087632,0.36171692582840764,0.794392523364486,0.7552483358934973,0.0
0.6389020350212968,,,0.6247748649189515,,1.0,1.0,1.0,0.6943563244087632,0.36171692582840764,0.794392523364486,0.7552483358934973,0.0
0.6389020350212968,,,0.6247748649189515,,1.0,1.0,1.0,0.6943563244087632,0.36171692582840764,0.794392523364486,0.7552483358934973,0.0
0.6389020350212968,,,0.6247748649189515,,1.0,1.0,1.0,0.6943563244087632,0.36171692582840764,0.794392523364486,0.7552483358934973,0.0
0.6389020350212968,,,0.6247748649189515,,1.0,1.0,1.0,0.6943563244087632,0.36171692582840764,0.794392523364486,0.7552483358934973,0.0
0.24846190250828204,0.16666666666666666,,0.6197718631178708,,0.0,0.0,1.0,0.01675302587380323,0.6030886496384039,0.5140186915887851,0.5340501792114696,1.0
,0.4375,0.23333333333333334,0.6197718631178708,,0.0,0.0,1.0,0.6943563244087632,0.36171692582840764,0.794392523364486,0.7552483358934973,0.0
,0.4375,0.23333333333333334,0.6197718631178708,,0.0,1.0,1.0,,0.6054093951157894,0.28037383177570097,0.2657450076804916,0.0
0.236630383341221,0.5,,0.6197718631178708,0.04051388888888889,0.0,,,,0.7245977729359917,0.42056074766355134,0.749615975422427,0.0
0.3549455750118315,0.5,,0.6197718631178708,0.04051388888888889,0.0,,,,0.7245977729359917,0.42056074766355134,0.749615975422427,0.0
,0.47916666666666663,0.2,0.5997598559135482,,0.0,0.0,1.0,0.6290308431130067,0.5527291824872433,0.4672897196261683,0.26779313876088073,1.0
,0.5,0.23333333333333334,0.5997598559135482,,0.0,0.0,1.0,,0.6054093951157894,0.28037383177570097,0.2657450076804916,0.0
0.24846190250828204,0.625,,0.5997598559135482,0.0,0.0,0.0,1.0,0.6939403286649368,0.24633968048941568,0.35046728971962615,0.27547363031234,1.0
0.24846190250828204,0.625,,0.5997598559135482,0.0,0.0,0.0,1.0,0.1502169120664234,0.6243940867121355,0.8644859813084111,0.3256528417818741,1.0
0.24846190250828204,0.625,,0.5997598559135482,0.0,0.0,0.0,1.0,0.6943563244087632,0.36171692582840764,0.794392523364486,0.7552483358934973,0.0
0.24846190250828204,0.625,,0.5997598559135482,0.0,0.0,0.0,1.0,0.9886011506385686,0.018672420033640558,0.7710280373831776,0.6804915514592934,0.0
,0.5208333333333333,0.21666666666666667,0.5797478487092256,,0.0,1.0,1.0,0.6290308431130067,0.5527291824872433,0.4672897196261683,0.26779313876088073,1.0
0.4259346900141978,0.5833333333333333,0.26666666666666666,0.5797478487092256,0.009722222222222224,0.0,1.0,1.0,0.28046602842920576,0.7102403781324742,0.6074766355140188,0.40757808499743986,1.0
0.24846190250828204,0.6041666666666666,,0.5797478487092256,0.0,0.0,0.0,1.0,0.331588226471479,0.6204481096924837,0.5140186915887851,0.27854582693292373,1.0
0.461429247515381,0.6041666666666666,,0.5797478487092256,0.0,0.0,1.0,1.0,0.6260283160096105,0.5592073979972041,0.3271028037383178,0.28929851510496674,1.0
,0.375,0.2833333333333333,0.5597358415049031,,0.0,1.0,1.0,0.6005082505822528,0.5826561535240559,0.5841121495327103,0.0,0.0
0.236630383341221,0.4583333333333333,,0.5597358415049031,0.037875,0.0,0.0,1.0,0.2572183751262842,0.66238476114774,0.5140186915887851,0.4961597542242704,1.0
0.3549455750118315,0.4583333333333333,,0.5597358415049031,0.037875,0.0,0.0,1.0,0.2572183751262842,0.66238476114774,0.5140186915887851,0.4961597542242704,1.0
,0.4583333333333333,0.3333333333333333,0.5597358415049031,,0.0,0.0,1.0,0.6290308431130067,0.5527291824872433,0.4672897196261683,0.26779313876088073,1.0
0.24846190250828204,0.5833333333333333,,0.5597358415049031,0.0,0.0,0.0,1.0,0.6514889534735648,0.5146732149067093,0.5140186915887851,0.28008192524321557,0.0
0.24846190250828204,0.5833333333333333,,0.5597358415049031,0.0,0.0,0.0,1.0,0.9886011506385686,0.018672420033640558,0.7710280373831776,0.6804915514592934,0.0
0.461429247515381,0.5833333333333333,,0.5597358415049031,0.0,0.0,1.0,1.0,0.41363843461084615,0.6323995940469687,0.4672897196261683,0.271889400921659,1.0
0.461429247515381,0.5833333333333333,,0.5597358415049031,0.0,0.0,0.0,1.0,0.6260283160096105,0.5592073979972041,0.3271028037383178,0.28929851510496674,1.0
0.24846190250828204,0.41666666666666663,,0.5397238343005805,0.11111111111111112,0.0,,,0.331588226471479,0.6204481096924837,0.5140186915887851,0.27854582693292373,1.0
,0.41666666666666663,0.21666666666666667,0.5397238343005805,,0.0,0.0,1.0,0.6005082505822528,0.5826561535240559,0.5841121495327103,0.0,0.0
0.24846190250828204,0.5208333333333333,,0.5397238343005805,0.02777777777777778,0.0,0.0,1.0,,0.7245977729359917,0.42056074766355134,0.749615975422427,0.0
0.24846190250828204,0.5625,,0.5397238343005805,0.0,0.0,0.0,0.0,0.331588226471479,0.6204481096924837,0.5140186915887851,0.27854582693292373,1.0
0.24846190250828204,0.5625,,0.5397238343005805,0.0,0.0,0.0,1.0,0.6943563244087632,0.36171692582840764,0.794392523364486,0.7552483358934973,0.0
0.24846190250828204,0.5625,,0.5397238343005805,0.0,0.0,0.0,1.0,0.6005082505822528,0.5826561535240559,0.5841121495327103,0.0,0.0
0.461429247515381,0.5625,,0.5397238343005805,0.0,0.0,0.0,1.0,1.0,0.0,0.9112149532710281,0.7322068612391193,0.0
0.24846190250828204,0.41666666666666663,,0.5197118270962579,0.09722222222222222,0.0,0.0,1.0,1.0,0.0,0.9112149532710281,0.7322068612391193,0.0
,0.47916666666666663,0.21666666666666667,0.5197118270962579,,0.0,1.0,1.0,0.6943563244087632,0.36171692582840764,0.794392523364486,0.7552483358934973,0.0
0.24846190250828204,0.5208333333333333,,0.5197118270962579,0.01388888888888889,0.0,0.0,1.0,0.16437208696857963,0.6871251854112405,0.5373831775700935,0.9999999999999999,1.0
0.24846190250828204,0.5416666666666666,,0.5197118270962579,0.0,0.0,0.0,1.0,0.2572183751262842,0.66238476114774,0.5140186915887851,0.4961597542242704,1.0
0.24846190250828204,0.5416666666666666,,0.5197118270962579,0.0,0.0,0.0,0.0,0.6943563244087632,0.36171692582840764,0.794392523364486,0.7552483358934973,0.0
0.24846190250828204,0.5416666666666666,,0.5197118270962579,0.0,0.0,0.0,1.0,0.713882655241405,0.08039573323492089,1.0,0.7327188940092165,0.0
0.24846190250828204,0.5416666666666666,,0.5197118270962579,0.0,0.0,0.0,0.0,0.713882655241405,0.08039573323492089,1.0,0.7327188940092165,0.0
0.24846190250828204,0.5416666666666666,,0.5197118270962579,0.0,0.0,0.0,1.0,0.8074420789599546,0.5808180095526714,0.3271028037383178,0.2913466461853559,0.0
0.461429247515381,0.5416666666666666,,0.5197118270962579,0.0,0.0,0.0,1.0,0.41363843461084615,0.6323995940469687,0.4672897196261683,0.271889400921659,1.0
0.24846190250828204,0.14583333333333331,,0.4996998198919352,,0.0,0.0,1.0,0.9886011506385686,0.018672420033640558,0.7710280373831776,0.6804915514592934,0.0
0.5915759583530527,0.41666666666666663,0.21666666666666667,0.4996998198919352,0.07777777777777779,0.0,,,0.36543669648441157,0.7074512253110296,0.6074766355140188,0.391705069124424,1.0
0.4259346900141978,0.4375,0.25,0.4996998198919352,0.058333333333333334,0.0,,,0.18992328132914893,0.5853793034924738,0.5607476635514018,0.2985151049667179,1.0
0.4259346900141978,0.4583333333333333,0.23333333333333334,0.4996998198919352,0.04027777777777777,0.0,0.0,1.0,0.6943563244087632,0.36171692582840764,0.794392523364486,0.7552483358934973,0.0
0.24846190250828204,0.47916666666666663,,0.4996998198919352,0.02777777777777778,0.0,0.0,0.0,0.2572183751262842,0.66238476114774,0.5140186915887851,0.4961597542242704,1.0
0.4259346900141978,0.47916666666666663,0.26666666666666666,0.4996998198919352,0.025,0.0,1.0,1.0,0.18992328132914893,0.5853793034924738,0.5607476635514018,0.2985151049667179,1.0
0.24846190250828204,0.5,,0.4996998198919352,0.01388888888888889,0.0,0.0,0.0,0.8895743542868788,0.5056670191550222,0.0,0.25448028673835127,0.0
0.24846190250828204,0.5,,0.4996998198919352,0.0,0.0,1.0,0.0,,0.6054093951157894,0.28037383177570097,0.2657450076804916,0.0
0.24846190250828204,0.5,,0.4996998198919352,0.01388888888888889,0.0,0.0,1.0,,0.6054093951157894,0.28037383177570097,0.2657450076804916,0.0
0.24846190250828204,0.5208333333333333,,0.4996998198919352,0.0,0.0,0.0,0.0,0.6939403286649368,0.24633968048941568,0.35046728971962615,0.27547363031234,1.0
0.24846190250828204,0.5208333333333333,,0.4996998198919352,0.0,0.0,0.0,1.0,0.1502169120664234,0.6243940867121355,0.8644859813084111,0.3256528417818741,1.0
0.24846190250828204,0.5208333333333333,,0.4996998198919352,0.0,0.0,0.0,0.0,0.1502169120664234,0.6243940867121355,0.8644859813084111,0.3256528417818741,1.0
0.24846190250828204,0.5208333333333333,,0.4996998198919352,0.0,0.0,0.0,1.0,0.6005082505822528,0.5826561535240559,0.5841121495327103,0.0,0.0
0.24846190250828204,0.5208333333333333,,0.4996998198919352,0.0,0.0,1.0,1.0,0.6005082505822528,0.5826561535240559,0.5841121495327103,0.0,0.0
0.24846190250828204,0.5208333333333333,,0.4996998198919352,0.0,0.0,0.0,1.0,0.6005082505822528,0.5826561535240559,0.5841121495327103,0.0,0.0
0.461429247515381,0.5208333333333333,,0.4996998198919352,0.0,0.0,1.0,1.0,0.01675302587380323,0.6030886496384039,0.5140186915887851,0.5340501792114696,1.0
0.461429247515381,0.5208333333333333,,0.4996998198919352,0.0,0.0,0.0,1.0,0.0,0.6988651767528016,0.7009345794392523,0.41730670762928834,1.0
0.461429247515381,0.5208333333333333,,0.4996998198919352,0.0,0.0,1.0,1.0,0.0,0.6988651767528016,0.7009345794392523,0.41730670762928834,1.0
0.461429247515381,0.5208333333333333,,0.4996998198919352,0.0,0.0,0.0,1.0,0.6005082505822528,0.5826561535240559,0.5841121495327103,0.0,0.0
0.461429247515381,0.5208333333333333,,0.4996998198919352,0.0,0.0,1.0,1.0,0.6005082505822528,0.5826561535240559,0.5841121495327103,0.0,0.0
0.461429247515381,0.5208333333333333,,0.4996998198919352,0.0,0.0,1.0,1.0,0.6943563244087632,0.36171692582840764,0.794392523364486,0.7552483358934973,0.0
0.5915759583530527,0.5208333333333333,0.25,0.4996998198919352,0.0,0.0,1.0,1.0,0.8050508109087109,1.0,0.0,0.34101382488479265,0.0
,0.0,0.35,0.47968781268761257,,1.0,0.0,1.0,0.7595176713294036,0.781864119287737,0.16355140186915884,0.35995903737839224,0.0
0.24846190250828204,0.375,,0.47968781268761257,0.11111111111111112,0.0,,,0.39688823864006184,0.3516106825262777,0.49065420560747663,0.286226318484383,1.0
0.4259346900141978,0.4375,0.25,0.47968781268761257,0.043055555555555555,0.0,,,0.6943563244087632,0.36171692582840764,0.794392523364486,0.7552483358934973,0.0
0.4259346900141978,0.4375,0.23333333333333334,0.47968781268761257,0.043055555555555555,0.0,0.0,1.0,0.18992328132914893,0.5853793034924738,0.5607476635514018,0.2985151049667179,1.0
0.24846190250828204,0.4583333333333333,,0.47968781268761257,0.02777777777777778,0.0,,,0.2572183751262842,0.66238476114774,0.5140186915887851,0.4961597542242704,1.0
0.24846190250828204,0.4583333333333333,,0.47968781268761257,0.02777777777777778,0.0,0.0,0.0,0.6005082505822528,0.5826561535240559,0.5841121495327103,0.0,0.0
0.24846190250828204,0.5,,0.47968781268761257,0.0,0.0,0.0,1.0,1.0,0.0,0.9112149532710281,0.7322068612391193,0.0
0.24846190250828204,0.5,,0.47968781268761257,0.0,0.0,0.0,0.0,0.9122277279557625,0.5127782942875599,0.3037383177570093,0.2508960573476703,0.0
0.24846190250828204,0.5,,0.47968781268761257,0.0,0.0,0.0,1.0,0.6514889534735648,0.5146732149067093,0.5140186915887851,0.28008192524321557,0.0
0.24846190250828204,0.5,,0.47968781268761257,0.0,0.0,0.0,0.0,0.8074420789599546,0.5808180095526714,0.3271028037383178,0.2913466461853559,0.0
0.24846190250828204,0.5,,0.47968781268761257,0.0,0.0,0.0,1.0,0.9886011506385686,0.018672420033640558,0.7710280373831776,0.6804915514592934,0.0
0.461429247515381,0.5,,0.47968781268761257,0.0,0.0,0.0,1.0,0.6943563244087632,0.36171692582840764,0.794392523364486,0.7552483358934973,0.0
0.24846190250828204,0.4583333333333333,,0.45967580548329,0.01388888888888889,0.0,0.0,0.0,0.1502169120664234,0.6243940867121355,0.8644859813084111,0.3256528417818741,1.0
0.24846190250828204,0.4583333333333333,,0.45967580548329,0.01388888888888889,0.0,0.0,1.0,0.713882655241405,0.08039573323492089,1.0,0.7327188940092165,0.0
0.5915759583530527,0.4583333333333333,0.31666666666666665,0.45967580548329,0.0125,0.0,1.0,1.0,0.28046602842920576,0.7102403781324742,0.6074766355140188,0.40757808499743986,1.0
0.24846190250828204,0.47916666666666663,,0.45967580548329,0.0,0.0,,,1.0,0.0,0.9112149532710281,0.7322068612391193,0.0
0.24846190250828204,0.47916666666666663,,0.45967580548329,0.0,0.0,0.0,1.0,1.0,0.0,0.9112149532710281,0.7322068612391193,0.0
0.24846190250828204,0.47916666666666663,,0.45967580548329,0.0,0.0,,,0.6939403286649368,0.24633968048941568,0.35046728971962615,0.27547363031234,1.0
0.24846190250828204,0.47916666666666663,,0.45967580548329,0.0,0.0,0.0,1.0,0.6943563244087632,0.36171692582840764,0.794392523364486,0.7552483358934973,0.0
0.24846190250828204,0.47916666666666663,,0.45967580548329,0.0,0.0,1.0,0.0,0.713882655241405,0.08039573323492089,1.0,0.7327188940092165,0.0
0.24846190250828204,0.47916666666666663,,0.45967580548329,0.0,0.0,,,0.9886011506385686,0.018672420033640558,0.7710280373831776,0.6804915514592934,0.0
0.24846190250828204,0.47916666666666663,,0.45967580548329,0.0,0.0,0.0,0.0,0.9886011506385686,0.018672420033640558,0.7710280373831776,0.6804915514592934,0.0
0.24846190250828204,0.47916666666666663,,0.45967580548329,0.0,0.0,0.0,0.0,0.9886011506385686,0.018672420033640558,0.7710280373831776,0.6804915514592934,0.0
0.24846190250828204,0.47916666666666663,,0.45967580548329,0.0,0.0,0.0,1.0,,0.6054093951157894,0.28037383177570097,0.2657450076804916,0.0
0.24846190250828204,0.47916666666666663,,0.45967580548329,0.0,0.0,0.0,1.0,,0.6054093951157894,0.28037383177570097,0.2657450076804916,0.0
0.461429247515381,0.47916666666666663,,0.45967580548329,0.0,0.0,0.0,1.0,0.01675302587380323,0.6030886496384039,0.5140186915887851,0.5340501792114696,1.0
0.461429247515381,0.47916666666666663,,0.45967580548329,0.0,0.0,1.0,1.0,1.0,0.0,0.9112149532710281,0.7322068612391193,0.0
0.24846190250828204,0.29166666666666663,,0.4396637982789674,0.20833333333333334,0.0,0.0,1.0,1.0,0.0,0.9112149532710281,0.7322068612391193,0.0
0.24846190250828204,0.375,,0.4396637982789674,0.06944444444444445,0.0,,,,0.6054093951157894,0.28037383177570097,0.2657450076804916,0.0
0.24846190250828204,0.41666666666666663,,0.4396637982789674,0.02777777777777778,0.0,0.0,0.0,0.6943563244087632,0.36171692582840764,0.794392523364486,0.7552483358934973,0.0
0.24846190250828204,0.41666666666666663,,0.4396637982789674,0.02777777777777778,0.0,0.0,0.0,0.713882655241405,0.08039573323492089,1.0,0.7327188940092165,0.0
0.4259346900141978,0.41666666666666663,0.25,0.4396637982789674,0.029166666666666667,0.0,0.0,1.0,0.18992328132914893,0.5853793034924738,0.5607476635514018,0.2985151049667179,1.0
,0.41666666666666663,0.26666666666666666,0.4396637982789674,,0.0,0.0,1.0,0.6005082505822528,0.5826561535240559,0.5841121495327103,0.0,0.0
0.4022716516800757,0.41666666666666663,0.16666666666666666,0.4396637982789674,,0.0,1.0,1.0,0.6943563244087632,0.36171692582840764,0.794392523364486,0.7552483358934973,0.0
0.24846190250828204,0.4375,,0.4396637982789674,0.01388888888888889,0.0,0.0,0.0,0.6005082505822528,0.5826561535240559,0.5841121495327103,0.0,0.0
0.24846190250828204,0.4583333333333333,,0.4396637982789674,0.0,0.0,,,0.2572183751262842,0.66238476114774,0.5140186915887851,0.4961597542242704,1.0
0.24846190250828204,0.4583333333333333,,0.4396637982789674,0.0,0.0,0.0,0.0,0.2572183751262842,0.66238476114774,0.5140186915887851,0.4961597542242704,1.0
0.24846190250828204,0.4583333333333333,,0.4396637982789674,0.0,0.0,0.0,1.0,0.713882655241405,0.08039573323492089,1.0,0.7327188940092165,0.0
0.24846190250828204,0.4583333333333333,,0.4396637982789674,0.0,0.0,0.0,1.0,0.9886011506385686,0.018672420033640558,0.7710280373831776,0.6804915514592934,0.0
0.9808329389493613,0.43124999999999997,0.4,0.4296577946768061,,0.0,0.0,1.0,0.6943563244087632,0.36171692582840764,0.794392523364486,0.7552483358934973,0.0
0.236630383341221,0.25,,0.4196517910746448,0.10416666666666667,0.0,0.0,1.0,0.331588226471479,0.6204481096924837,0.5140186915887851,0.27854582693292373,1.0
0.3549455750118315,0.25,,0.4196517910746448,0.10416666666666667,0.0,0.0,1.0,0.331588226471479,0.6204481096924837,0.5140186915887851,0.27854582693292373,1.0
0.4259346900141978,0.3125,0.26666666666666666,0.4196517910746448,0.13333333333333333,0.0,1.0,1.0,0.6943563244087632,0.36171692582840764,0.794392523364486,0.7552483358934973,0.0
,0.375,0.3,0.4196517910746448,,0.0,0.0,1.0,,0.6054093951157894,0.28037383177570097,0.2657450076804916,0.0
0.4259346900141978,0.3958333333333333,0.23333333333333334,0.4196517910746448,0.030555555555555558,0.0,1.0,0.0,0.28046602842920576,0.7102403781324742,0.6074766355140188,0.40757808499743986,1.0
0.4022716516800757,0.3958333333333333,0.16666666666666666,0.4196517910746448,,0.0,1.0,1.0,0.2572183751262842,0.66238476114774,0.5140186915887851,0.4961597542242704,1.0
0.24846190250828204,0.4375,,0.4196517910746448,0.0,0.0,1.0,0.0,0.8895743542868788,0.5056670191550222,0.0,0.25448028673835127,0.0
0.24846190250828204,0.4375,,0.4196517910746448,0.0,0.0,0.0,1.0,0.2572183751262842,0.66238476114774,0.5140186915887851,0.4961597542242704,1.0
0.24846190250828204,0.4375,,0.4196517910746448,0.0,0.0,,,0.6514889534735648,0.5146732149067093,0.5140186915887851,0.28008192524321557,0.0
0.24846190250828204,0.4375,,0.4196517910746448,0.0,0.0,,,0.6514889534735648,0.5146732149067093,0.5140186915887851,0.28008192524321557,0.0
0.24846190250828204,0.4375,,0.4196517910746448,0.0,0.0,,,,0.9055605629404626,0.16355140186915884,0.46594982078853053,0.0
0.24846190250828204,0.4375,,0.4196517910746448,0.0,0.0,,,0.6005082505822528,0.5826561535240559,0.5841121495327103,0.0,0.0
0.9808329389493613,0.05833333333333333,0.4,0.4156493896337803,,0.0,0.0,1.0,0.6943563244087632,0.36171692582840764,0.794392523364486,0.7552483358934973,0.0
0.24846190250828204,0.14583333333333331,,0.39963978387032223,1.0,0.0,1.0,0.0,0.16437208696857963,0.6871251854112405,0.5373831775700935,0.9999999999999999,1.0
0.24846190250828204,0.22916666666666666,,0.39963978387032223,0.3194444444444444,0.0,1.0,0.0,0.01675302587380323,0.6030886496384039,0.5140186915887851,0.5340501792114696,1.0
0.236630383341221,0.22916666666666666,,0.39963978387032223,0.1136388888888889,0.0,,,0.331588226471479,0.6204481096924837,0.5140186915887851,0.27854582693292373,1.0
0.3549455750118315,0.22916666666666666,,0.39963978387032223,0.1136388888888889,0.0,,,0.331588226471479,0.6204481096924837,0.5140186915887851,0.27854582693292373,1.0
0.4259346900141978,0.25,0.23333333333333334,0.39963978387032223,0.24722222222222223,0.0,0.0,1.0,0.18992328132914893,0.5853793034924738,0.5607476635514018,0.2985151049667179,1.0
0.5915759583530527,0.2708333333333333,0.21666666666666667,0.39963978387032223,0.1902777777777778,0.0,,,0.2572183751262842,0.66238476114774,0.5140186915887851,0.4961597542242704,1.0
0.24846190250828204,0.3125,,0.39963978387032223,0.11111111111111112,0.0,0.0,0.0,1.0,0.0,0.9112149532710281,0.7322068612391193,0.0
0.5915759583530527,0.3125,0.25,0.39963978387032223,0.11111111111111112,0.0,,,0.36543669648441157,0.7074512253110296,0.6074766355140188,0.391705069124424,1.0
0.24846190250828204,0.3333333333333333,,0.39963978387032223,0.08333333333333333,0.0,0.0,0.0,,0.7245977729359917,0.42056074766355134,0.749615975422427,0.0
0.4259346900141978,0.3333333333333333,0.25,0.39963978387032223,0.07777777777777779,0.0,1.0,1.0,0.18992328132914893,0.5853793034924738,0.5607476635514018,0.2985151049667179,1.0
0.24846190250828204,0.35416666666666663,,0.39963978387032223,0.05555555555555556,0.0,,,0.6005082505822528,0.5826561535240559,0.5841121495327103,0.0,0.0
0.24846190250828204,0.375,,0.39963978387032223,0.02777777777777778,0.0,,,0.6939403286649368,0.24633968048941568,0.35046728971962615,0.27547363031234,1.0
0.4259346900141978,0.375,0.23333333333333334,0.39963978387032223,0.03194444444444445,0.0,1.0,0.0,0.18992328132914893,0.5853793034924738,0.5607476635514018,0.2985151049667179,1.0
0.24846190250828204,0.3958333333333333,,0.39963978387032223,0.01388888888888889,0.0,,,1.0,0.0,0.9112149532710281,0.7322068612391193,0.0
0.24846190250828204,0.3958333333333333,,0.39963978387032223,0.01388888888888889,0.0,0.0,0.0,0.6514889534735648,0.5146732149067093,0.5140186915887851,0.28008192524321557,0.0
0.24846190250828204,0.3958333333333333,,0.39963978387032223,0.01388888888888889,0.0,0.0,1.0,0.6005082505822528,0.5826561535240559,0.5841121495327103,0.0,0.0
0.24846190250828204,0.41666666666666663,,0.39963978387032223,0.0,0.0,1.0,0.0,1.0,0.0,0.9112149532710281,0.7322068612391193,0.0
